,ticker,cik
9212,isuzf,763665
9213,rohcf,1442653
9214,pcg-pa,1004980
9215,sjmhf,1599962
9216,shpmf,1570300
9217,aizp,1267238
9218,fnmag,310522
9219,kajmf,1446660
9220,slg-pi,1040971
9221,vlpnf,1378984
9222,cmsa,811156
9223,bmrpf,1671235
9224,roymf,1592438
9225,sumcf,1347141
9226,bnmdf,1667075
9227,atdrf,1647435
9228,glibp,808461
9229,bgaof,1325378
9230,fnmas,310522
9231,shtdf,1556605
9232,itvpf,1283708
9233,pcg-pb,1004980
9234,rtmvf,1516536
9235,oak-pb,1403528
9236,htcmf,1446648
9237,clznf,1366235
9238,hlkhf,1674534
9239,aacaf,1447647
9240,fnmam,310522
9241,pcg-pd,1004980
9242,mpfrf,1417695
9243,shmuf,1564228
9244,pcg-pe,1004980
9245,wrtbf,1436771
9246,fnmfn,310522
9247,pcg-pc,1004980
9248,fnmfm,310522
9249,auoty,1172494
9250,psb-py,866368
9251,cakff,1446707
9252,fnmai,310522
9253,fnmat,310522
9254,feltf,1447250
9255,dcp-pc,1338065
9256,psb-pw,866368
9257,ogfgf,845033
9258,psb-px,866368
9259,fnman,310522
9260,sommf,1409236
9261,fnmaj,310522
9262,diisf,1563255
9263,vopkf,1452188
9264,pcg-pg,1004980
9265,zbk,109380
9266,fupby,1534043
9267,fupef,1534043
9268,fnmak,310522
9269,fnmal,310522
9270,fnmah,310522
9271,tuiff,1342875
9272,pcg-ph,1004980
9273,hwdjf,1563177
9274,brthf,14595
9275,mrwsf,1446128
9276,fnmao,310522
9277,pcg-pi,1004980
9278,unma,5513
9279,hmtlf,353990
9280,sekef,1261759
9281,osagf,1603194
9282,sho-pe,1295810
9283,sho-pf,1295810
9284,malrf,1537280
9285,fnmfo,310522
9286,ares-pa,1176948
9287,enggf,1446294
9288,npskf,354470
9289,gab-pg,794685
9290,snphf,1501108
9291,bhfal,1685040
9292,kzmyf,1438929
9293,sepjf,1518521
9294,snv-pd,18349
9295,cnvvf,1694271
9296,mzdaf,1447122
9297,unpsf,1447772
9298,meggf,1487786
9299,gfszf,1438927
9300,mxchf,1435969
9301,asmvf,1447945
9302,cwen,1567683
9303,qrteb,1355096
9304,axs-pe,1214816
9305,zhuzf,1556616
9306,hwgg,1622867
9307,ektaf,1451160
9308,nkrkf,1436790
9309,nycb-pa,910073
9310,acia,1651235
9311,bzzuf,1437774
9312,pbsff,1137849
9313,cmhhf,1446751
9314,eidx,1731831
9315,cfxa,1420800
9316,dtw,936340
9317,eqc-pd,803649
9318,bbavf,1399224
9319,apnhf,1454177
9320,dtj,936340
9321,afc,1287750
9322,adrzf,1436467
9323,czz,1402902
9324,sr-pa,1126956
9325,wygpf,1450021
9326,fhn-pa,36966
9327,pbi-pb,78814
9328,thklf,1443275
9329,wynd,1361658
9330,al-pa,1487712
9331,bhfap,1685040
9332,rnmbf,1450345
9333,lyscf,1444327
9334,tsukf,702257
9335,abczy,1492074
9336,rexr-pb,1571283
9337,bcauf,891765
9338,kurrf,1446655
9339,rexr-pa,1571283
9340,stl-pa,1070154
9341,maurf,62919
9342,chfff,1601994
9343,src-pa,1308606
9344,sf-pb,720672
9345,gulrf,1449218
9346,wimhf,1451554
9347,asb-pc,7789
9348,wtfcm,1015328
9349,yueif,1444719
9350,ltsf,1029730
9351,ltsl,1029730
9352,bjchf,1454468
9353,jtekf,1446661
9354,esgro,1363829
9355,fnb-pe,37808
9356,two-pc,1465740
9357,lgf-b,929351
9358,fmcci,1026214
9359,cig-c,1157557
9360,afsim,1365555
9361,afsic,1365555
9362,qts-pb,1577368
9363,osb,877365
9364,fmccg,1026214
9365,peb-pc,1474098
9366,peb-pe,1474098
9367,stag-pc,1479094
9368,afsib,1365555
9369,afsia,1365555
9370,fmccs,1026214
9371,nk,1326110
9372,fmccj,1026214
9373,fmccn,1026214
9374,fmckm,1026214
9375,peb-pf,1474098
9376,fmckp,1026214
9377,fmccm,1026214
9378,fmccl,1026214
9379,fmcko,1026214
9380,asb-pe,7789
9381,two-pe,1465740
9382,ninof,1446588
9383,fmckn,1026214
9384,fmckj,1026214
9385,two-pd,1465740
9386,asccf,1600930
9387,peb-pd,1474098
9388,fmckl,1026214
9389,two-pb,1465740
9390,asb-pd,7789
9391,fmcck,1026214
9392,fmccp,1026214
9393,fmcco,1026214
9394,aprdm,3153
9395,fregp,1026214
9396,two-pa,1465740
9397,lilak,1712184
9398,sptjf,908732
9399,irdef,1530256
9400,jgccf,1446662
9401,fmcch,1026214
9402,frejn,1026214
9403,sfrgf,1571549
9404,fmcki,1026214
9405,fisk,1553079
9406,ogcp,1553079
9407,lilab,1712184
9408,wrb-pe,11544
9409,alpvn,3153
9410,aprcp,3153
9411,aprdp,3153
9412,azihf,1533475
9413,aprdo,3153
9414,bndsf,1438556
9415,aprdn,3153
9416,sjiu,91928
9417,lmha,704051
9418,wrb-pd,11544
9419,egfef,1437178
9420,kyyhf,1702783
9421,qts-pa,1577368
9422,tcmff,932470
9423,enr-pa,1632790
9424,jw-b,107140
9425,tcbip,1077428
9426,tcbil,1077428
9427,vie,1734517
9428,apely,900278
9429,oukpf,1436786
9430,gef-b,43920
9431,sapmf,1062750
9432,kncaf,1447125
9433,tdi,1051512
9434,tde,1051512
9435,tdj,1051512
9436,eoccy,926864
9437,thnpf,1792045
9438,tda,1051512
9439,nghco,1578735
9440,qntqf,1350865
9441,centa,887733
9442,rushb,1012019
9443,nghcp,1578735
9444,mog-b,67887
9445,nsa-pa,1618563
9446,wala,1212545
9447,ailli,18654
9448,aillm,18654
9449,nghcz,1578735
9450,ailln,18654
9451,nbgif,1096061
9452,ailim,18654
9453,ailin,18654
9454,mslof,1447112
9455,jelcf,867536
9456,pre-ph,911421
9457,pre-pi,911421
9458,pre-pg,911421
9459,aillo,18654
9460,ako-b,925261
9461,beat,1574774
9462,trtn-pa,1660734
9463,aillp,18654
9464,sitc-pa,894315
9465,lmhb,704051
9466,lxp-pc,910108
9467,sitc-pk,894315
9468,fngd,927971
9469,vtklf,913744
9470,tcp,1075607
9471,bcnaf,1445168
9472,mythf,1437470
9473,uzb,821130
9474,gdv,1260729
9475,uzc,821130
9476,uza,821130
9477,orraf,1641431
9478,gdv-pg,1260729
9479,tgp-pa,1308106
9480,ivr-pa,1437071
9481,oibrq,1160846
9482,fuwaf,1090454
9483,apelf,900278
9484,ivr-pc,1437071
9485,bposf,1588966
9486,ivr-pb,1437071
9487,gdv-ph,1260729
9488,gtn-a,43196
9489,atgsf,1437541
9490,mhla,1412100
9491,adbcf,1641427
9492,bfs-pd,907254
9493,gnl-pa,1526113
9494,krotf,1584943
9495,crnzf,909531
9496,sf-pa,720672
9497,flidf,1433087
9498,sblkz,1386716
9499,gab-ph,794685
9500,pmt-pa,1464423
9501,pmt-pb,1464423
9502,ismaf,1438655
9503,dwt,831001
9504,gab-pj,794685
9505,fgrof,1438926
9506,batrk,1560385
9507,vrtu,1207074
9508,batra,1560385
9509,ahl-pd,1267395
9510,cadnf,1225525
9511,hcxy,1280784
9512,sg,1744894
9513,abr-pc,1253986
9514,abr-pb,1253986
9515,abr-pa,1253986
9516,glog-pa,1534126
9517,mcx,1490349
9518,mnr-pc,67625
9519,eigi,1237746
9520,nymtn,1273685
9521,hcxz,1280784
9522,qadb,1036188
9523,nymto,1273685
9524,nymtp,1273685
9525,opini,1456772
9526,codi-pa,1345126
9527,pyrnf,1743344
9528,fxcnf,1164009
9529,pfodf,1446252
9530,sbe,1777393
9531,vadpd,1700849
9532,eai,7323
9533,lgvw,1804176
9534,codi-pb,1345126
9535,ezt,1427437
9536,ahh-pa,1569187
9537,tgp-pb,1308106
9538,afinp,1568162
9539,iipr-pa,1677576
9540,ofg-pa,1030469
9541,ngl-pb,1504461
9542,ngl-pc,1504461
9543,tuwlf,1145678
9544,ctagf,1450009
9545,agm-a,845877
9546,ofg-pd,1030469
9547,hmi,1720446
9548,tanni,1378453
9549,bsa,1748824
9550,tannz,1378453
9551,tannl,1378453
9552,gsah-un,1809987
9553,glop-pa,1598655
9554,hl-pb,719413
9555,gmta,40211
9556,qep,1108827
9557,tpre,1576018
9558,gmhiu,1758057
9559,gam-pb,40417
9560,trxc,876378
9561,arztf,1423210
9562,glop-pb,1598655
9563,hntuf,1679450
9564,ago-pe,1273813
9565,glop-pc,1598655
9566,ago-pb,1273813
9567,ago-pf,1273813
9568,cvtv,1639234
9569,gmmvf,1760764
9570,mobl,1470099
9571,kelyb,55135
9572,clct,1089143
9573,fbm,1688941
9574,tcrz,1464963
9575,agm-pd,845877
9576,fpac-un,1829426
9577,prvl,1714798
9578,cmctp,908311
9579,swdhf,1531006
9580,agm-pc,845877
9581,rnwef,1361369
9582,insw-pa,1679049
9583,twct,1819313
9584,cvlb,948320
9585,amtbb,1734342
9586,dphcu,1759546
9587,vslcx,853180
9588,vslyx,853180
9589,banc-pd,1169770
9590,banc-pe,1169770
9591,cmre-pb,1503584
9592,npacf,1450276
9593,uba,1029800
9594,aic,1209028
9595,ggn-pb,1313510
9596,ailll,18654
9597,goodm,1234006
9598,hmlp-pa,1603016
9599,cmre-pc,1503584
9600,ggt-pe,921671
9601,pcpl,1800347
9602,ltrpb,1606745
9603,fdusl,1513363
9604,cmre-pe,1503584
9605,cubi-pf,1488813
9606,ghiv,1783398
9607,cubi-pe,1488813
9608,cubi-pc,1488813
9609,cubi-pd,1488813
9610,btegf,1279495
9611,cmre-pd,1503584
9612,cel,1385145
9613,etac,1814728
9614,glp-pa,1323468
9615,acrhf,1762359
9616,rykkf,1592049
9617,cfii,1811856
9618,rilyh,1464790
9619,tpgh-un,1698991
9620,inaq,1819035
9621,oxfd,1586049
9622,seah,1820852
9623,jmpd,1302350
9624,usatp,896429
9625,crd-b,25475
9626,rilyg,1464790
9627,uncp,798949
9628,rilyz,1464790
9629,ncv-pa,1214935
9630,umh-pd,752642
9631,umh-pc,752642
9632,seneb,88948
9633,peix,778164
9634,bowx,1813756
9635,spnv-un,1825024
9636,avdr,1343304
9637,bdge,846617
9638,gmhlf,1438848
9639,mbinp,1629019
9640,oxlcm,1495222
9641,gblil,1494904
9642,oxlco,1495222
9643,eccy,1604174
9644,itepf,1579597
9645,eccx,1604174
9646,lmrkn,1615346
9647,btaqu,1815526
9648,ptgef,1095435
9649,burof,1158399
9650,bh-a,1726173
9651,luxa,1823767
9652,gmre-pa,1533615
9653,eres,1814287
9654,newti,1587987
9655,jnndf,1615026
9656,eccb,1604174
9657,dx-pb,826675
9658,anh-pb,1047884
9659,acamu,1846125
9660,oac,1773751
9661,gbox,1419275
9662,landm,1495240
9663,ipv,1789029
9664,pthif,1520253
9665,gut-pa,1080720
9666,cswcl,17313
9667,spkep,1606268
9668,lmrko,1615346
9669,ara,1498068
9670,hawln,46207
9671,sca,1551901
9672,lmrkp,1615346
9673,aht-pf,1232582
9674,bhr-pb,1574085
9675,aht-pg,1232582
9676,ncz-pa,1227857
9677,aht-pi,1232582
9678,igac,1819496
9679,cbmg,1378624
9680,aht-ph,1232582
9681,rpla-un,1763731
9682,bvhbb,315858
9683,chpm,1785041
9684,gut-pc,1080720
9685,gainm,1321741
9686,gainl,1321741
9687,trin,99771
9688,anh-pc,1047884
9689,bhr-pd,1574085
9690,wsg,1771279
9691,anh-pa,1047884
9692,aht-pd,1232582
9693,mdrpd,1526243
9694,crsau,1723648
9695,brg-pd,1442626
9696,hawen,46207
9697,ofssl,1487918
9698,bkepp,1392091
9699,dl,1438644
9700,brg-pc,1442626
9701,splp-pa,1452857
9702,brcpf,1499849
9703,ptvcb,9346
9704,xan-pc,1332551
9705,nsh-un,1816017
9706,brg-pa,1442626
9707,novs,1807707
9708,smmcu,1774155
9709,stwo,1819438
9710,fgna-un,1818502
9711,num,878198
9712,tnp-pd,1166663
9713,cla,1816581
9714,mitff,1515160
9715,bkk,1181250
9716,rtpz-un,1828105
9717,htfa,1487428
9718,tnp-pe,1166663
9719,tnp-pf,1166663
9720,duc,894239
9721,dfph,1799191
9722,pgejf,902053
9723,nexcf,1737270
9724,roch,1796303
9725,kmgh,1471302
9726,yrcw,716006
9727,aiw,1209028
9728,lftr,1822873
9729,dfht,1813914
9730,rchg,1817786
9731,ocsi,1577791
9732,belfb,729580
9733,bcomf,1402606
9734,ctra,1704715
9735,gfncp,1342287
9736,cdr-pb,761648
9737,amci,1744494
9738,lhc-un,1824153
9739,cdr-pc,761648
9740,tnav,1474439
9741,landp,1495240
9742,salt,1587264
9743,pei-pd,77281
9744,pei-pc,77281
9745,pei-pb,77281
9746,eno,71508
9747,cdmop,704562
9748,fsdc,1816736
9749,tonj,1389518
9750,adre,1169717
9751,anpcf,1620678
9752,prgx,1007330
9753,scty,1265107
9754,cywdf,1603386
9755,pico,830122
9756,rdib,716634
9757,lone,1661920
9758,fuaif,1132571
9759,ysac,1823587
9760,mus,1058234
9761,privx,1557265
9762,nmmc,1819157
9763,muh,1038190
9764,prlvx,1557265
9765,inbkl,1562463
9766,sb-pc,1434754
9767,sb-pd,1434754
9768,bbk,1167467
9769,dlng-pa,1578453
9770,mh-pa,1412100
9771,nugx,1804585
9772,mfinl,1000209
9773,mh-pc,1412100
9774,vmac,1810491
9775,mh-pd,1412100
9776,sab,1377936
9777,skys,1594124
9778,macu,1805795
9779,ecf-pa,793040
9780,amciu,1744494
9781,uonek,1041657
9782,bfgcd,1448597
9783,zagg,1296205
9784,cmfnl,1578348
9785,bayk,1034594
9786,tmpm,1823524
9787,fbiop,1429260
9788,bbxib,1814974
9789,amhc,1788028
9790,hlix,1611277
9791,baf,1181026
9792,bcv-pa,9521
9793,tdacu,1673481
9794,edtx,1817153
9795,nm-ph,1333172
9796,nm-pg,1333172
9797,mtl-p,1302362
9798,aero,1316644
9799,xyno,1697805
9800,peck,1634447
9801,tfecf,1630511
9802,ecrd,1552743
9803,glu-pb,1282957
9804,mcac,1803914
9805,gen,1351051
9806,snss,1061027
9807,cssep,1679063
9808,nvosd,1138978
9809,paic,1810560
9810,brpau,1719406
9811,pkdc,76321
9812,rsf,1644771
9813,tli,1068963
9814,mgen,1590750
9815,rlh,1052595
9816,kegx,318996
9817,lacqu,1716947
9818,gsl-pb,1430725
9819,ihta,1698508
9820,nha,1655544
9821,mcep,1527709
9822,petvd,1512922
9823,innd,1609139
9824,cfbi,1691507
9825,gfy,1299393
9826,bfo,1181249
9827,ugrod,1706524
9828,cyth,922247
9829,dlng-pb,1578453
9830,phig,704172
9831,drvd,1629606
9832,mtbcp,1582982
9833,neos,1467652
9834,wrcdf,1586941
9835,alacu,1748621
9836,rokk,1100778
9837,atv,1365742
9838,hfen,1750106
9839,cnwhf,1443979
9840,intbd,1358633
9841,ncb,1454979
9842,mindp,926423
9843,xan,1332551
9844,pavmw,1624326
9845,ottw,1675192
9846,occip,1716951
9847,nhld,1023844
9848,bqh,1167470
9849,fgcn,1486640
9850,sfef,86759
9851,andau,1691936
9852,boarf,1400561
9853,nnutu,792161
9854,pphi,1752039
9855,wvvip,838875
9856,flfg,1743886
9857,bctf,1668340
9858,brtx,1505497
9859,emms,783005
9860,mdrpf,1526243
9861,triq,1514056
9862,ancn,1534248
9863,eqfn,1635626
9864,adrd,1169717
9865,ocgsf,942149
9866,norzf,910569
9867,lbcc,1629261
9868,huntf,1679450
9869,sume,1396633
9870,chkaq,895126
9871,tzacu,1742927
9872,mrddf,942149
9873,moaef,1449617
9874,efbi,1699018
9875,ctam,18172
9876,vkind,1102432
9877,loacu,1743858
9878,afgc,1042046
9879,asdnd,1425203
9880,trpxy,1611746
9881,safod,1789192
9882,paos,936446
9883,bitcf,1795749
9884,cpah,1236997
9885,njv,1454980
9886,snipf,1613092
9887,wcfb,1667944
9888,ssbp,1716188
9889,hrst,1361937
9890,snnf,1708715
9891,hrgg,1700175
9892,bfgc,1448597
9893,trnfd,1778805
9894,jtbk,1213106
9895,valpq,314808
9896,roye,1102392
9897,uwt,831001
9898,npn,1454978
9899,lfin,1699683
9900,yriv,1487843
9901,rssv,1572384
9902,whlrd,1527541
9903,acezd,1499684
9904,grck,1630176
9905,prsef,1437736
9906,emitf,1027662
9907,cofe,1619055
9908,sbsaa,927720
9909,anfc,1490161
9910,tvc,1376986
9911,tve,1376986
9912,cmhz,1040721
9913,cetxp,1435064
9914,apyp,1568969
9915,whlrp,1527541
9916,vitx,1609472
9917,snde,1326089
9918,lbsrd,1172178
9919,ipic,1720201
9920,ulur,1168220
9921,tldn,1101246
9922,pvdg,1591615
9923,crsaw,1723648
9924,wstl,1002135
9925,ilxp,1115864
9926,takd,1263872
9927,verbw,1566610
9928,xogaq,1655020
9929,etbi,1099574
9930,fhrt,36369
9931,afhbl,1539894
9932,ggbxf,1739376
9933,mzkr,1697587
9934,adhg,1663641
9935,relvd,768710
9936,ammxd,1776048
9937,atvk,1530185
9938,futl,1424549
9939,rpnrf,1833089
9940,nmgx,891417
9941,qbak,758938
9942,argq,1533106
9943,ccsb,1682593
9944,crbo,86264
9945,brqsw,1650575
9946,aftm,836809
9947,dgtw,1065598
9948,slnm,1084332
9949,ftxp,1503458
9950,parf,76149
9951,mkrs,317340
9952,cxkj,1502557
9953,bctxf,1610820
9954,wmgr,1527974
9955,svte,1535635
9956,evgi,710782
9957,ptoi,1381105
9958,crbod,86264
9959,snyr,1562733
9960,shloq,904979
9961,mlls,66388
9962,ntru,1552845
9963,hybg,1307624
9964,pteo,1063104
9965,thst,1564709
9966,gkit,1398529
9967,vrusd,1430523
9968,rhe-pa,1004724
9969,syev,1056757
9970,stri,1473597
9971,tlfe,1086082
9972,vegl,1435224
9973,ghav,1514113
9974,vcbd,1636509
9975,tgc,1001614
9976,rspid,849636
9977,gsph,1011395
9978,aivn,5656
9979,spnx,886835
9980,andar,1691936
9981,caps,887151
9982,apty,1543739
9983,akaoq,1301501
9984,loacr,1743858
9985,clis,1393548
9986,hdii,1058828
9987,hptyd,1797956
9988,tehg,1523855
9989,vica,1402737
9990,cicn,945384
9991,itcc,1309442
9992,alacw,1748621
9993,expl,1392902
9994,acez,1499684
9995,geenq,1512077
9996,scoo,1055454
9997,alacr,1748621
9998,imuc,822411
9999,ccihy,1498576
10000,fchs,1416876
10001,flss,1434842
10002,asnaq,1498301
10003,pkph,1452804
10004,psyc,1771077
10005,pfti,1019787
10006,artlw,1621221
10007,ptrc,1172298
10008,flcxd,1609988
10009,admg,1171008
10010,yogaq,1703497
10011,airtw,353184
10012,mnelf,1463471
10013,abced,1300938
10014,lksdq,1669812
10015,rhno,1490630
10016,srcod,318299
10017,gmvpd,1629205
10018,vbvt,1575975
10019,snnc,1313938
10020,chwe,1043222
10021,asckd,1492091
10022,wmtn,1421601
10023,encc,1119807
10024,bleg,1794311
10025,imucw,822411
10026,drng,1574863
10027,inct,1099234
10028,ptlf,1354591
10029,shipz,1448397
10030,mydp,1080029
10031,vcon,310056
10032,fppp,316736
10033,stwc,1400683
10034,tpni,1521013
10035,cnct,1346287
10036,psru,1415306
10037,rnvaw,931059
10038,nhel,1621697
10039,shipw,1448397
10040,atptd,745543
10041,blsp,1419582
10042,bdgyd,1567771
10043,mzeiq,753772
10044,intp,1174672
10045,frhvd,1331612
10046,prhrq,1568079
10047,aifm,1650505
10048,aawcd,1837774
10049,favo,1795851
10050,mtst,1404943
10051,cerpq,1324759
10052,brkk,1532926
10053,anvv,1681282
10054,pbya,1530981
10055,igldf,1090159
10056,paqwf,1485922
10057,prgnf,1401112
10058,ftgid,831378
10059,rbnw,1608430
10060,rpt-pd,842183
10061,rpla-wt,1763731
10062,roccu,1824403
10063,roccw,1824403
10064,rpayw,1720592
10065,rsi-wt,1793659
10066,rtp-un,1819848
10067,rtp-wt,1819848
10068,rtpyu,1828108
10069,rsvau,1828318
10070,rsvaw,1828318
10071,rtpz-wt,1828105
10072,rvphw,1742927
10073,rxrau,1840463
10074,saiiu,1816048
10075,saiiw,1816048
10076,sabrp,1597033
10077,sacc,1682220
10078,saf,1377936
10079,sbnyp,1288784
10080,sbg-un,1816708
10081,sbg-wt,1816708
10082,sbii-un,1842729
10083,sbeau,1836707
10084,sbe-un,1777393
10085,sbe-wt,1777393
10086,saqnu,1776909
10087,sbba,1483934
10088,scaqu,1821812
10089,sccb,1682220
10090,sccc,1682220
10091,sce-pg,92103
10092,sce-ph,92103
10093,sce-pj,92103
10094,sce-pk,92103
10095,sce-pl,92103
10096,scleu,1838697
10097,sco,1415311
10098,scoau,1828985
10099,scoaw,1828985
10100,scobu,1838431
10101,sivbp,719739
10102,sjij,91928
10103,slvo,1053092
10104,smhb,1114446
10105,smhd,1114446
10106,sngxw,812796
10107,snii-un,1838359
10108,slac-un,1834755
10109,slamu,1838162
10110,slcru,1826553
10111,slcrw,1826553
10112,sjoyw,1753673
10113,sklz-wt,1801661
10114,sigip,230557
10115,scpe-un,1764301
10116,scpe-wt,1764301
10117,sebnf,1464794
10118,sect,925661
10119,sfb,720672
10120,sbug,312070
10121,scvx-un,1794717
10122,sdacu,1837248
10123,sdyl,1114446
10124,sf-pc,720672
10125,sftw-un,1753539
10126,sftw-wt,1753539
10127,sgamu,1820201
10128,sgamw,1820201
10129,sgg,312070
10130,sglbw,788611
10131,shacu,1820160
10132,shacw,1820160
10133,svacu,1794905
10134,svacw,1794905
10135,svfau,1828478
10136,svfaw,1828478
10137,strrp,707388
10138,stpc-un,1830210
10139,stpc-wt,1830210
10140,stpk-un,1758766
10141,stpk-wt,1758766
10142,stpp,312070
10143,stic-un,1819574
10144,stic-wt,1819574
10145,sspku,1779474
10146,sspkw,1779474
10147,sprq-un,1821850
10148,sprq-wt,1821850
10149,srngu,1830214
10150,sptku,1836259
10151,sracu,1781162
10152,sracw,1781162
10153,snpr-un,1819584
10154,snpr-wt,1819584
10155,snrhu,1823854
10156,snrhw,1823854
10157,soac-un,1798562
10158,soac-wt,1798562
10159,spnv-wt,1825024
10160,spgs-un,1839127
10161,spkbu,1826435
10162,soyb,1471824
10163,spaq-un,1838527
10164,spfr-un,1825079
10165,spfr-wt,1825079
10166,sojd,92122
10167,soln,92122
10168,solow,1637736
10169,tekku,1822027
10170,tetcu,1840920
10171,tfc-pf,92230
10172,tfc-pg,92230
10173,tfc-ph,92230
10174,tfc-pi,92230
10175,tfc-po,92230
10176,tfc-pr,92230
10177,thbru,1769318
10178,thbrw,1769318
10179,thcau,1773087
10180,thcaw,1773087
10181,thcbw,1760689
10182,tdacw,1673481
10183,tds-pu,1051512
10184,tdhof,1288098
10185,tcfcp,19612
10186,tapr,312070
10187,syf-pa,1601712
10188,swt,93556
10189,swetu,1828914
10190,swetw,1828914
10191,svxy,1415311
10192,swbk-un,1829730
10193,swbk-wt,1829730
10194,svoku,1828672
10195,svokw,1828672
10196,svsvu,1822966
10197,svsvw,1822966
10198,tbc,732717
10199,tbkcp,1539638
10200,tbltw,1668370
10201,tcacu,1801602
10202,szgpf,1450344
10203,sytaw,1649009
10204,taca-un,1826991
10205,taca-wt,1826991
10206,tags,1471824
10207,tritw,1819876
10208,trtn-pb,1660734
10209,trtn-pc,1660734
10210,trtn-pd,1660734
10211,trxdw,876378
10212,tsiau,1826000
10213,tsiaw,1826000
10214,tsibu,1832737
10215,tspq-un,1838219
10216,tvix,1053092
10217,tvixf,1053092
10218,tvacu,1820566
10219,tvacw,1820566
10220,twctw,1819313
10221,twlvu,1819498
10222,twnd-un,1814215
10223,twnd-wt,1814215
10224,twni-un,1835881
10225,twnkw,1644406
10226,twnt-un,1835512
10227,tlga-un,1827871
10228,tixxf,840551
10229,tksi,1811530
10230,thwww,1712189
10231,thmau,1835567
10232,tlmdw,1791091
10233,tmac-un,1835236
10234,tmkru,1821606
10235,tmkrw,1821606
10236,tmtsu,1822553
10237,tmtsw,1822553
10238,tpgy-un,1819399
10239,trca-un,1840353
10240,treb-un,1805833
10241,treb-wt,1805833
10242,t-pa,732717
10243,t-pc,732717
10244,tpdnf,1436652
10245,up,1819516
10246,urr,895421
10247,unov,1538495
10248,usb-pa,36104
10249,uzd,821130
10250,vacqu,1819994
10251,usb-pq,36104
10252,usb-pr,36104
10253,uslvf,1053092
10254,usml,1114446
10255,usod,1671686
10256,usoi,1053092
10257,usou,1671686
10258,usv,1114446
10259,uswsw,1670349
10260,uuuu-wt,1385849
10261,uvxy,1415311
10262,uwmc-wt,1783398
10263,tzpsu,1823481
10264,tzpsw,1823481
10265,ttcfw,1741231
10266,ubg,1114446
10267,ucbio,857855
10268,uag,1114446
10269,uaud,831001
10270,ujpy,831001
10271,ukomw,1821424
10272,ulbr,831001
10273,ule,1415311
10274,ueur,831001
10275,ugaz,1053092
10276,ugazf,1053092
10277,ugbp,831001
10278,ugl,1415311
10279,ugldf,1053092
10280,uepco,100826
10281,uchf,831001
10282,uci,1114446
10283,ucib,1114446
10284,uco,1415311
10285,uehpf,1364276
10286,vcvcu,1821595
10287,vcvcw,1821595
10288,vckau,1820190
10289,vckaw,1820190
10290,velou,1832371
10291,venau,1800392
10292,vgac-un,1804591
10293,vgac-wt,1804591
10294,vhaq-ri,1823857
10295,vhaq-un,1823857
10296,vhaq-wt,1823857
10297,vixm,1415311
10298,vixy,1415311
10299,vmacw,1810491
10300,vieww,1811856
10301,vihau,1820302
10302,viiau,1826011
10303,viiaw,1826011
10304,viixf,1053092
10305,vincu,1796129
10306,vincw,1796129
10307,vwe,1834045
10308,vpcbu,1840792
10309,vqt,312070
10310,vrmew,1104038
10311,waldu,1840199
10312,warr-un,1820209
10313,wcc-pa,929008
10314,vxx,312070
10315,vxz,312070
10316,vygg-un,1822877
10317,vygg-wt,1822877
10318,wafdp,936528
10319,vspru,1818093
10320,vtaqr,1822145
10321,vtaqu,1822145
10322,vtaqw,1822145
10323,vtiqu,1823884
10324,vtiqw,1823884
10325,vosou,1822888
10326,vosow,1822888
10327,vno-pn,899689
10328,wpca-un,1836075
10329,wpcb-un,1836074
10330,wpf-un,1809104
10331,wpf-wt,1809104
10332,winrw,1708410
10333,wllaw,1255474
10334,wllbw,1255474
10335,wil,312070
10336,wrb-pf,11544
10337,wrb-pg,11544
10338,wrb-ph,11544
10339,weat,1471824
10340,weifx,1586009
10341,wesfx,1586009
10342,wfc-pa,72971
10343,wfc-pz,72971
10344,whfbz,1552198
10345,xomap,791908
10346,xpdiu,1839341
10347,xpoa-un,1821742
10348,xpoa-wt,1821742
10349,xprtx,853180
10350,xslcx,853180
10351,xvz,312070
10352,xynpw,1697805
10353,yac-un,1815302
10354,yac-wt,1815302
10355,ycbd-pa,1644903
10356,ycl,1415311
10357,ycs,1415311
10358,ygrn,927971
10359,ygyip,1569329
10360,xdiv,1688487
10361,xdmbx,1565381
10362,xl-wt,1772720
10363,xmet,1819006
10364,xmetd,1819006
10365,wrss,1507181
10366,wsbcp,203596
10367,wtfcp,1015328
10368,wtid,1114446
10369,wtiu,1114446
10370,wtrep,1601669
10371,rbac-un,1815184
10372,rbac-wt,1815184
10373,qull,1114446
10374,qvcc,1254699
10375,raacu,1824734
10376,raacw,1824734
10377,radiw,1810739
10378,qfta-un,1830795
10379,qfta-wt,1830795
10380,qrtep,1355096
10381,qsi,1816431
10382,qs-wt,1811414
10383,reml,1053092
10384,revhu,1841389
10385,rekrp,1697851
10386,reliw,1812727
10387,rexr-pc,1571283
10388,rclfu,1833498
10389,rcp,1527590
10390,rca,1527590
10391,rcb,1527590
10392,rcc,1527590
10393,ronwf,1611852
10394,ross-un,1841610
10395,rot-wt,1826681
10396,rochu,1796303
10397,rocru,1839412
10398,rocrw,1839412
10399,rodi,312070
10400,rice-un,1823766
10401,rice-wt,1823766
10402,rilyi,1464790
10403,rilyl,1464790
10404,rilym,1464790
10405,rilyn,1464790
10406,rilyo,1464790
10407,rilyp,1464790
10408,rmgbu,1820143
10409,rmgbw,1820143
10410,rmgcu,1838108
10411,rmo-wt,1757932
